Date;spy us equity;;iev us equity;;EWJ us equity;;EPP us equity;;EEMA us equity;;ILF us equity;;RSX us equity;;SHY us equity;;IEF us equity;;TLT us equity;;JNK us equity;;AGG us equity;;EMB us equity
#¿NOMBRE?;-0,738;#¿NOMBRE?;-1,9287;#¿NOMBRE?;-1,2308;#¿NOMBRE?;-2,2505;#¿NOMBRE?;-2,2002;#¿NOMBRE?;-2,0483;#¿NOMBRE?;-2,5698;#¿NOMBRE?;0,0237;#¿NOMBRE?;0,5638;#¿NOMBRE?;1,2988;#¿NOMBRE?;-0,5292;#¿NOMBRE?;0,136;#¿NOMBRE?;-0,3054
20/05/2016;0,6317;20/05/2016;0,8239;20/05/2016;0,6932;20/05/2016;0,6524;08/08/2016;0,3613;20/05/2016;0,8261;20/05/2016;-0,0597;20/05/2016;0,0354;20/05/2016;0,0639;20/05/2016;0,0769;20/05/2016;0,3441;20/05/2016;0,0634;20/05/2016;0,0997
23/05/2016;-0,1363;23/05/2016;-0,3064;23/05/2016;-0,4303;23/05/2016;-0,5704;09/08/2016;0,7608;23/05/2016;-1,7206;23/05/2016;-0,5974;23/05/2016;-0,0118;23/05/2016;0,0639;23/05/2016;0,2228;23/05/2016;0,0572;23/05/2016;-0,0181;23/05/2016;0,0091
24/05/2016;1,2962;24/05/2016;1,9723;24/05/2016;0,7347;24/05/2016;0,6258;10/08/2016;-0,1119;24/05/2016;0,5419;24/05/2016;0,8413;24/05/2016;-0,0707;24/05/2016;-0,1641;24/05/2016;-0,4446;24/05/2016;0,5998;24/05/2016;-0,0543;24/05/2016;0,2353
25/05/2016;0,6783;25/05/2016;1,1304;25/05/2016;0,7293;25/05/2016;0,907;11/08/2016;1,1268;25/05/2016;0,4975;25/05/2016;2,205;25/05/2016;0,059;25/05/2016;-0,0457;25/05/2016;-0,3773;25/05/2016;0,2271;25/05/2016;0,0181;25/05/2016;0,2799
26/05/2016;0,0287;26/05/2016;0,3726;26/05/2016;-0,0852;26/05/2016;0,2825;12/08/2016;-0,1946;26/05/2016;0,6188;26/05/2016;0,0583;26/05/2016;0,0589;26/05/2016;0,3106;26/05/2016;0,5179;26/05/2016;-0,1983;26/05/2016;0,1539;26/05/2016;0,036
27/05/2016;0,4299;27/05/2016;-0,2475;27/05/2016;-0,2984;27/05/2016;0,1024;15/08/2016;1,0101;27/05/2016;-1,23;27/05/2016;0,4662;27/05/2016;-0,0589;27/05/2016;-0,1912;27/05/2016;-0,1461;27/05/2016;0,1135;27/05/2016;-0,0181;27/05/2016;-0,054
31/05/2016;-0,1903;31/05/2016;-0,8435;31/05/2016;0,8123;31/05/2016;-0,0256;16/08/2016;-0,3509;31/05/2016;-1,9095;31/05/2016;-2,4362;31/05/2016;0,0472;31/05/2016;0,1186;31/05/2016;0,2387;31/05/2016;-0,1134;31/05/2016;0,0633;31/05/2016;-0,054
01/06/2016;0,2049;01/06/2016;-0,1251;01/06/2016;-0,0848;01/06/2016;-0,0768;17/08/2016;-0,8275;01/06/2016;1,1849;01/06/2016;-0,7134;01/06/2016;-0,0701;01/06/2016;-0,0333;01/06/2016;0,4051;01/06/2016;0,0483;01/06/2016;-0,0559;01/06/2016;0,3457
02/06/2016;0,3044;02/06/2016;0,3006;02/06/2016;-0,8489;02/06/2016;-0,3329;18/08/2016;1,0119;02/06/2016;0,6274;02/06/2016;0,4192;02/06/2016;0,0826;02/06/2016;0,3104;02/06/2016;0,7207;02/06/2016;0,0285;02/06/2016;0,2536;02/06/2016;0,1803
03/06/2016;-0,2987;03/06/2016;0,5495;03/06/2016;0,4281;03/06/2016;1,4902;19/08/2016;-0,6854;03/06/2016;2,5353;03/06/2016;1,7889;03/06/2016;0,1651;03/06/2016;0,9284;03/06/2016;1,4236;03/06/2016;0,1711;03/06/2016;0,542;03/06/2016;0,7919
06/06/2016;0,5088;06/06/2016;0,3229;06/06/2016;1,023;06/06/2016;1,1139;22/08/2016;-0,814;06/06/2016;0,4864;06/06/2016;2,1675;06/06/2016;-0,0235;06/06/2016;-0,2615;06/06/2016;-0,7431;06/06/2016;0,4839;06/06/2016;-0,1348;06/06/2016;0,1875
07/06/2016;0,1561;07/06/2016;0,6932;07/06/2016;0,6751;07/06/2016;0,7511;23/08/2016;1,7484;07/06/2016;1,5329;07/06/2016;2,3509;07/06/2016;0,0235;07/06/2016;0,1447;07/06/2016;0,242;07/06/2016;0,4816;07/06/2016;0,09;07/06/2016;0,1604
08/06/2016;0,326;08/06/2016;0,2213;08/06/2016;0,5868;08/06/2016;0,4722;24/08/2016;-2,034;08/06/2016;3,377;08/06/2016;1,5686;08/06/2016;0,0235;08/06/2016;0,1174;08/06/2016;0,5356;08/06/2016;0,4511;08/06/2016;0,036;08/06/2016;0,525
09/06/2016;-0,1366;09/06/2016;-1,4475;09/06/2016;-1,1667;09/06/2016;-1,0636;25/08/2016;0,5549;09/06/2016;-1,96;09/06/2016;-1,9305;09/06/2016;0,0235;09/06/2016;0,1533;09/06/2016;0,6453;09/06/2016;-0,4491;09/06/2016;0,0719;09/06/2016;-0,1239
10/06/2016;-0,9478;10/06/2016;-3,4354;10/06/2016;-1,7707;10/06/2016;-1,9;26/08/2016;-0,089;10/06/2016;-3,92;10/06/2016;-3,3746;10/06/2016;0,0588;10/06/2016;0,3512;10/06/2016;0,4846;10/06/2016;-0,5357;10/06/2016;0,1347;10/06/2016;-0,3811
13/06/2016;-0,7716;13/06/2016;-1,521;13/06/2016;-1,8026;13/06/2016;-1,2232;29/08/2016;0,5701;13/06/2016;-1,1832;13/06/2016;-1,2224;13/06/2016;0,0235;13/06/2016;0,1974;13/06/2016;0,4452;13/06/2016;-0,5669;13/06/2016;0,0807;13/06/2016;-0,3647
14/06/2016;-0,1963;14/06/2016;-1,8586;14/06/2016;-0,4371;14/06/2016;-0,7482;30/08/2016;-0,62;14/06/2016;-1,6102;14/06/2016;-0,8839;14/06/2016;0,0118;14/06/2016;-0,0269;14/06/2016;-0,0739;14/06/2016;-0,3421;14/06/2016;-0,0448;14/06/2016;-0,4554
15/06/2016;-0,1394;15/06/2016;0,5335;15/06/2016;0,9658;15/06/2016;0,052;31/08/2016;-0,1426;15/06/2016;1,4268;15/06/2016;1,1296;15/06/2016;0,1175;15/06/2016;0,3046;15/06/2016;0,3844;15/06/2016;-0,1144;15/06/2016;0,2151;15/06/2016;0,3947
16/06/2016;0,2984;16/06/2016;0,7164;16/06/2016;-0,4348;16/06/2016;-0,5976;01/09/2016;-0,0536;16/06/2016;0,7034;16/06/2016;-1,3521;16/06/2016;-0,0587;16/06/2016;0,1072;16/06/2016;0,486;16/06/2016;-0,0286;16/06/2016;0,0626;16/06/2016;0,0179
17/06/2016;-0,3703;17/06/2016;1,5016;17/06/2016;-0,1747;17/06/2016;0,5227;02/09/2016;1,5003;17/06/2016;1,2325;17/06/2016;2,1454;17/06/2016;0,0117;17/06/2016;-0,339;17/06/2016;-0,6229;17/06/2016;0,1146;17/06/2016;-0,0715;17/06/2016;-0,0983
20/06/2016;0,644;20/06/2016;2,5435;20/06/2016;2,2747;20/06/2016;2,1841;06/09/2016;2,2171;20/06/2016;2,0292;20/06/2016;2,1587;20/06/2016;-0,0587;20/06/2016;-0,4296;20/06/2016;-1,0692;20/06/2016;0,7153;20/06/2016;-0,2773;20/06/2016;0,6795
21/06/2016;0,2839;21/06/2016;0,9972;21/06/2016;0,6843;21/06/2016;0,3817;07/09/2016;-0,1549;21/06/2016;0,2493;21/06/2016;0,6282;21/06/2016;-0,0705;21/06/2016;-0,2247;21/06/2016;-0,4621;21/06/2016;0,5682;21/06/2016;-0,0718;21/06/2016;-0,0799
22/06/2016;-0,1631;22/06/2016;0,2051;22/06/2016;-0,9192;22/06/2016;0,2822;08/09/2016;0,0517;22/06/2016;0,1996;22/06/2016;-2,5539;22/06/2016;0,0353;22/06/2016;0,1982;22/06/2016;0,1647;22/06/2016;-0,0847;22/06/2016;0,0628;22/06/2016;0,4355
23/06/2016;1,3023;23/06/2016;3,0706;23/06/2016;2,2472;23/06/2016;2,4422;09/09/2016;-2,964;23/06/2016;3,2669;23/06/2016;3,9022;23/06/2016;-0,0353;23/06/2016;-0,4766;23/06/2016;-1,1438;23/06/2016;0,7351;23/06/2016;-0,1704;23/06/2016;0,2389
24/06/2016;-3,6431;24/06/2016;-10,9484;24/06/2016;-4,142;24/06/2016;-5,1694;12/09/2016;-0,2309;24/06/2016;-5,6327;24/06/2016;-6,0538;24/06/2016;0,1999;24/06/2016;1,3824;24/06/2016;2,6847;24/06/2016;-1,4875;24/06/2016;0,5212;24/06/2016;-0,8475
27/06/2016;-1,7378;27/06/2016;-2,3139;27/06/2016;-0,5291;27/06/2016;-2,0905;13/09/2016;-1,513;27/06/2016;-2,2895;27/06/2016;-1,3723;27/06/2016;0,0939;27/06/2016;0,8645;27/06/2016;2,4967;27/06/2016;-1,7379;27/06/2016;0,4202;27/06/2016;0,3027
28/06/2016;1,8035;28/06/2016;3,2249;28/06/2016;1,5071;28/06/2016;2,5676;14/09/2016;0,2892;28/06/2016;4,1423;28/06/2016;3,3273;28/06/2016;0,0352;28/06/2016;-0,0177;28/06/2016;0,2084;28/06/2016;1,3627;28/06/2016;0,1246;28/06/2016;0,7368
29/06/2016;1,7029;29/06/2016;2,2118;29/06/2016;1,31;29/06/2016;1,5547;15/09/2016;1,5679;29/06/2016;3,7364;29/06/2016;2,1663;29/06/2016;-0,0352;29/06/2016;-0,4065;29/06/2016;-0,7672;29/06/2016;1,23;29/06/2016;-0,0711;29/06/2016;1,0046
30/06/2016;1,3621;30/06/2016;2,218;30/06/2016;-0,8621;30/06/2016;1,7125;16/09/2016;-0,763;30/06/2016;1,8203;30/06/2016;-0,1719;30/06/2016;0,0469;30/06/2016;0,2239;30/06/2016;0,3685;30/06/2016;0,8477;30/06/2016;0,2002;30/06/2016;0,4624
01/07/2016;0,2128;01/07/2016;0;01/07/2016;-0,1739;01/07/2016;0,2806;19/09/2016;1,0191;01/07/2016;0,8368;01/07/2016;1,4925;01/07/2016;0,0356;01/07/2016;0,2613;01/07/2016;1,386;01/07/2016;0,0754;01/07/2016;0,2198;01/07/2016;0,3809
05/07/2016;-0,7197;05/07/2016;-2,8314;05/07/2016;0;05/07/2016;-1,6535;20/09/2016;0,5449;05/07/2016;-3,1686;05/07/2016;-1,6968;05/07/2016;0,0469;05/07/2016;0,5482;05/07/2016;1,252;05/07/2016;-0,4785;05/07/2016;0,2663;05/07/2016;0,226
06/07/2016;0,5998;06/07/2016;-0,4085;06/07/2016;0;06/07/2016;0,9053;21/09/2016;2,0457;06/07/2016;-0,6623;06/07/2016;0,748;06/07/2016;-0,0469;06/07/2016;0,0176;06/07/2016;0,1616;06/07/2016;0,4808;06/07/2016;0,1859;06/07/2016;0,1387
07/07/2016;-0,0639;07/07/2016;-0,5196;07/07/2016;0,0871;07/07/2016;-0,5383;22/09/2016;0,6038;07/07/2016;-0,549;07/07/2016;-2,056;07/07/2016;-0,0469;07/07/2016;-0,1319;07/07/2016;-0,007;07/07/2016;0,1689;07/07/2016;-0,0707;07/07/2016;-0,0346
08/07/2016;1,491;08/07/2016;1,5668;08/07/2016;0,6963;08/07/2016;2,0103;23/09/2016;-1,1517;08/07/2016;3,9038;08/07/2016;2,9738;08/07/2016;0;08/07/2016;0,1937;08/07/2016;0,7366;08/07/2016;1,3487;08/07/2016;0,1503;08/07/2016;0,797
11/07/2016;0,3527;11/07/2016;1,3532;11/07/2016;2,4201;11/07/2016;0,8338;26/09/2016;-1,9572;11/07/2016;0,9488;11/07/2016;0,453;11/07/2016;-0,1056;11/07/2016;-0,5272;11/07/2016;-0,8774;11/07/2016;0,1941;11/07/2016;-0,2649;11/07/2016;0,2836
12/07/2016;0,7263;12/07/2016;1,4953;12/07/2016;0,5907;12/07/2016;1,7038;27/09/2016;1,9462;12/07/2016;1,2406;12/07/2016;2,4803;12/07/2016;-0,0352;12/07/2016;-0,5919;12/07/2016;-1,644;12/07/2016;0,249;12/07/2016;-0,301;12/07/2016;-0,3428
13/07/2016;-0,014;13/07/2016;0,0263;13/07/2016;-0,1678;13/07/2016;-0,2464;28/09/2016;0,7636;13/07/2016;0,4456;13/07/2016;-0,6601;13/07/2016;0,0235;13/07/2016;0,2577;13/07/2016;1,1786;13/07/2016;-0,2484;13/07/2016;0,1421;13/07/2016;0,0516
14/07/2016;0,5583;14/07/2016;1,0521;14/07/2016;0,1681;14/07/2016;1,1114;29/09/2016;-1,3607;14/07/2016;1,5896;14/07/2016;1,8272;14/07/2016;-0,0587;14/07/2016;-0,4166;14/07/2016;-1,4543;14/07/2016;0,083;14/07/2016;-0,0887;14/07/2016;0,043
15/07/2016;-0,1342;15/07/2016;-0,5986;15/07/2016;-0,3356;15/07/2016;-0,2931;30/09/2016;0,3143;15/07/2016;-0,182;15/07/2016;-0,435;15/07/2016;-0,047;15/07/2016;-0,3827;15/07/2016;-0,8597;15/07/2016;-0,1659;15/07/2016;-0,3639;15/07/2016;-0,0258
18/07/2016;0,2684;18/07/2016;0,2357;18/07/2016;0,2525;18/07/2016;0,5879;03/10/2016;0,7485;18/07/2016;1,7499;18/07/2016;0,9285;18/07/2016;0,0588;18/07/2016;-0,0268;18/07/2016;-0,0939;18/07/2016;0,4154;18/07/2016;0,0534;18/07/2016;-0,1375
19/07/2016;-0,1013;19/07/2016;-0,9404;19/07/2016;-0,6717;19/07/2016;-1,169;04/10/2016;-1,3994;19/07/2016;-0,3583;19/07/2016;-2,2186;19/07/2016;0,0117;19/07/2016;0,2681;19/07/2016;0,5642;19/07/2016;-0,3034;19/07/2016;0,1692;19/07/2016;0,0258
20/07/2016;0,414;20/07/2016;0,8703;20/07/2016;0,8453;20/07/2016;0,9364;05/10/2016;1,3586;20/07/2016;0,5753;20/07/2016;0,4981;20/07/2016;-0,047;20/07/2016;-0,205;20/07/2016;-0,5466;20/07/2016;0,249;20/07/2016;-0,0889;20/07/2016;-0,043
21/07/2016;-0,3777;21/07/2016;-0,2353;21/07/2016;-0,7544;21/07/2016;-0,0244;06/10/2016;0,3019;21/07/2016;-0,7866;21/07/2016;-0,826;21/07/2016;0,0705;21/07/2016;0,2233;21/07/2016;0,2025;21/07/2016;-0,0276;21/07/2016;0,089;21/07/2016;0
22/07/2016;0,4508;22/07/2016;0,1834;22/07/2016;0,1689;22/07/2016;0,0733;07/10/2016;-0,4654;22/07/2016;1,045;22/07/2016;0,4997;22/07/2016;-0,0352;22/07/2016;-0,0802;22/07/2016;0,1732;22/07/2016;0,3588;22/07/2016;0,0178;22/07/2016;0,0086
25/07/2016;-0,2716;25/07/2016;-0,0262;25/07/2016;-0,3373;25/07/2016;0,0732;10/10/2016;0,342;25/07/2016;-1,5335;25/07/2016;-1,7127;25/07/2016;-0,0705;25/07/2016;-0,0803;25/07/2016;-0,072;25/07/2016;-0,5501;25/07/2016;-0,1155;25/07/2016;-0,2496
26/07/2016;0,0462;26/07/2016;0,3401;26/07/2016;0,0846;26/07/2016;1,0241;11/10/2016;-3,4989;26/07/2016;0,326;26/07/2016;0,5621;26/07/2016;0,0118;26/07/2016;0,0625;26/07/2016;0,1586;26/07/2016;-0,2765;26/07/2016;0;26/07/2016;-0,2847
27/07/2016;-0,1061;27/07/2016;0,6519;27/07/2016;0,1691;27/07/2016;-0,0965;12/10/2016;1,0014;27/07/2016;-0,2527;27/07/2016;-0,4472;27/07/2016;0,0705;27/07/2016;0,4282;27/07/2016;1,2453;27/07/2016;0,2773;27/07/2016;0,2936;27/07/2016;0,4499
28/07/2016;0,1155;28/07/2016;-0,0518;28/07/2016;0;28/07/2016;0,0966;13/10/2016;-1,0092;28/07/2016;-1,1944;28/07/2016;0,4492;28/07/2016;-0,0117;28/07/2016;0,0533;28/07/2016;-0,1849;28/07/2016;-0,4701;28/07/2016;-0,0089;28/07/2016;-0,2412
29/07/2016;0,1615;29/07/2016;0,959;29/07/2016;1,7722;29/07/2016;0,7241;14/10/2016;0,3756;29/07/2016;1,9048;29/07/2016;0,7826;29/07/2016;0,1292;29/07/2016;0,3817;29/07/2016;0,8334;29/07/2016;0,1945;29/07/2016;0,2661;29/07/2016;0,3195
01/08/2016;-0,0829;01/08/2016;-1,0783;01/08/2016;0,3317;01/08/2016;-0,8148;17/10/2016;-0,2495;01/08/2016;-1,6894;01/08/2016;-2,4404;01/08/2016;-0,0339;01/08/2016;-0,3464;01/08/2016;-1,0821;01/08/2016;-0,6146;01/08/2016;-0,233;01/08/2016;-0,3781
02/08/2016;-0,6411;02/08/2016;-0,2595;02/08/2016;-1,2397;02/08/2016;-0,2658;18/10/2016;1,6256;02/08/2016;-0,6216;02/08/2016;-0,7391;02/08/2016;-0,0352;02/08/2016;-0,24;02/08/2016;-1,0303;02/08/2016;-0,1122;02/08/2016;-0,2932;02/08/2016;-0,2343
03/08/2016;0,2927;03/08/2016;-0,4163;03/08/2016;-0,5021;03/08/2016;-0,3149;19/10/2016;0,7418;03/08/2016;2,0971;03/08/2016;2,1764;03/08/2016;0,0117;03/08/2016;0,0535;03/08/2016;0,0578;03/08/2016;0,337;03/08/2016;0,1069;03/08/2016;0,1392
04/08/2016;0,1062;04/08/2016;0,4181;04/08/2016;1,4298;04/08/2016;0,2673;20/10/2016;-0,5444;04/08/2016;1,2973;04/08/2016;1,6256;04/08/2016;0,0705;04/08/2016;0,2404;04/08/2016;0,7514;04/08/2016;0,6717;04/08/2016;0,1869;04/08/2016;0,6688
05/08/2016;0,818;05/08/2016;0,3383;05/08/2016;0,3317;05/08/2016;0,8483;21/10/2016;-0,5614;05/08/2016;1,0317;05/08/2016;0,5516;05/08/2016;-0,1409;05/08/2016;-0,6218;05/08/2016;-1,0398;05/08/2016;0,1946;05/08/2016;-0,3376;05/08/2016;-0,2588
08/08/2016;-0,0596;08/08/2016;0,1037;08/08/2016;0,4132;08/08/2016;0,6248;24/10/2016;0,631;08/08/2016;0,5634;08/08/2016;1,0971;08/08/2016;-0,0353;08/08/2016;-0,0536;08/08/2016;0,1884;08/08/2016;0,5549;08/08/2016;0,0624;08/08/2016;0,5968
09/08/2016;0,0596;09/08/2016;0,9585;09/08/2016;0,9053;09/08/2016;0,3105;25/10/2016;0,6353;09/08/2016;1,0504;09/08/2016;0,1085;09/08/2016;0,0588;09/08/2016;0,3577;09/08/2016;0,9837;09/08/2016;0,3311;09/08/2016;0,2584;09/08/2016;0,4643
10/08/2016;-0,2475;10/08/2016;0,3849;10/08/2016;0,3263;10/08/2016;-0,1905;26/10/2016;-1,7247;10/08/2016;-0,6584;10/08/2016;-1,1924;10/08/2016;0,047;10/08/2016;0,2673;10/08/2016;0,3868;10/08/2016;-0,0275;10/08/2016;0,1155;10/08/2016;0,291
11/08/2016;0,4641;11/08/2016;0,7924;11/08/2016;0,7317;11/08/2016;0,6679;27/10/2016;-0,4077;11/08/2016;2,3021;11/08/2016;1,9748;11/08/2016;-0,094;11/08/2016;-0,4799;11/08/2016;-0,8918;11/08/2016;0,1651;11/08/2016;-0,2663;11/08/2016;-0,1536
12/08/2016;-0,0869;12/08/2016;-0,0761;12/08/2016;-0,4843;12/08/2016;-0,9953;28/10/2016;0,1068;12/08/2016;-0,7501;12/08/2016;-0,3228;12/08/2016;0,0705;12/08/2016;0,3572;12/08/2016;0,8423;12/08/2016;0,1099;12/08/2016;0,2403;12/08/2016;0,4274
15/08/2016;0,2884;15/08/2016;0,203;15/08/2016;0,5677;15/08/2016;0,6223;31/10/2016;-0,4511;15/08/2016;1,5459;15/08/2016;2,3206;15/08/2016;-0,0235;15/08/2016;-0,2936;15/08/2016;-0,9423;15/08/2016;0,2743;15/08/2016;-0,1776;15/08/2016;0,1191
16/08/2016;-0,5158;16/08/2016;0,0507;16/08/2016;-0,8871;16/08/2016;-0,2617;01/11/2016;-0,5001;16/08/2016;-0,406;16/08/2016;-0,2637;16/08/2016;-0,0353;16/08/2016;-0,1696;16/08/2016;-0,2666;16/08/2016;-0,301;16/08/2016;-0,0623;16/08/2016;-0,2635
17/08/2016;0,1881;17/08/2016;-0,1519;17/08/2016;0,8137;17/08/2016;-0,1431;02/11/2016;-0,9987;17/08/2016;-0,3736;17/08/2016;-0,0529;17/08/2016;0;17/08/2016;0,1609;17/08/2016;0,5998;17/08/2016;0,1647;17/08/2016;0,1869;17/08/2016;0,3068
18/08/2016;0,2244;18/08/2016;0,7606;18/08/2016;-0,4843;18/08/2016;0,0717;03/11/2016;-0,379;18/08/2016;-0,0682;18/08/2016;-0,1587;18/08/2016;0,0705;18/08/2016;0,1785;18/08/2016;0,158;18/08/2016;0,3813;18/08/2016;0,1421;18/08/2016;0,2379
19/08/2016;-0,1462;19/08/2016;-0,8304;19/08/2016;-0,2433;19/08/2016;-0,716;04/11/2016;-0,7845;19/08/2016;-0,0682;19/08/2016;-1,0599;19/08/2016;-0,094;19/08/2016;-0,3386;19/08/2016;-0,5235;19/08/2016;-0,2707;19/08/2016;-0,2218;19/08/2016;-0,4662
22/08/2016;-0,0046;22/08/2016;0;22/08/2016;0,5691;22/08/2016;-0,0721;07/11/2016;2,7882;22/08/2016;-1,7071;22/08/2016;-1,0177;22/08/2016;0,0118;22/08/2016;0,2235;22/08/2016;0,8435;22/08/2016;-0,2189;22/08/2016;0,1511;22/08/2016;0,1277
23/08/2016;0,2013;23/08/2016;0,4567;23/08/2016;0,0808;23/08/2016;0,5292;08/11/2016;0,607;23/08/2016;-0,9726;23/08/2016;0,8658;23/08/2016;0,0118;23/08/2016;-0,0089;23/08/2016;0,1072;23/08/2016;0,4388;23/08/2016;0,0266;23/08/2016;0,0851
24/08/2016;-0,5115;24/08/2016;-0,3031;24/08/2016;-0,0808;24/08/2016;-0,0718;09/11/2016;-3,0335;24/08/2016;-0,0351;24/08/2016;-0,912;24/08/2016;-0,0235;24/08/2016;-0,0357;24/08/2016;-0,2357;24/08/2016;-0,3004;24/08/2016;-0,0355;24/08/2016;-0,3399
25/08/2016;-0,0689;25/08/2016;-0,4307;25/08/2016;-0,485;25/08/2016;0,0239;10/11/2016;-2,0469;25/08/2016;0,0351;25/08/2016;0,4873;25/08/2016;-0,0353;25/08/2016;-0,1606;25/08/2016;-0,3794;25/08/2016;0,0548;25/08/2016;-0,1065;25/08/2016;-0,0085
26/08/2016;-0,1883;26/08/2016;-0,5344;26/08/2016;-0,7311;26/08/2016;-0,9576;11/11/2016;-1,0108;26/08/2016;-1,4381;26/08/2016;-1,0776;26/08/2016;-0,0941;26/08/2016;-0,3843;26/08/2016;-0,582;26/08/2016;0,0274;26/08/2016;-0,16;26/08/2016;-0,1279
29/08/2016;0,4928;29/08/2016;0,4605;29/08/2016;0,3273;29/08/2016;-0,1692;14/11/2016;-1,2642;29/08/2016;1,8861;29/08/2016;0,4357;29/08/2016;0,0589;29/08/2016;0,4127;29/08/2016;1,3371;29/08/2016;0,52;29/08/2016;0,2759;29/08/2016;0,4953
30/08/2016;-0,1652;30/08/2016;-0,1528;30/08/2016;0;30/08/2016;-0,46;15/11/2016;1,3377;30/08/2016;-0,6986;30/08/2016;-0,4881;30/08/2016;0,0118;30/08/2016;-0,0089;30/08/2016;-0,3851;30/08/2016;-0,0272;30/08/2016;-0,0533;30/08/2016;-0,034
31/08/2016;-0,2844;31/08/2016;-0,1785;31/08/2016;0,1631;31/08/2016;-0,9243;16/11/2016;-0,6977;31/08/2016;-0,9145;31/08/2016;-1,2534;31/08/2016;-0,0118;31/08/2016;-0,1162;31/08/2016;0,1432;31/08/2016;-0,4902;31/08/2016;-0,0178;31/08/2016;-0,3655
01/09/2016;0,0046;01/09/2016;0,5621;01/09/2016;0,7329;01/09/2016;0,7366;17/11/2016;0,7406;01/09/2016;0,355;01/09/2016;0,1104;01/09/2016;0,0471;01/09/2016;0,157;01/09/2016;0,1102;01/09/2016;0,2359;01/09/2016;0,0867;01/09/2016;-0,1264
02/09/2016;0,4508;02/09/2016;1,499;02/09/2016;0,7276;02/09/2016;0,5118;18/11/2016;-0,6409;02/09/2016;2,1578;02/09/2016;2,2602;02/09/2016;0;02/09/2016;-0,2594;02/09/2016;-0,8156;02/09/2016;0,5488;02/09/2016;-0,1334;02/09/2016;0,2916
06/09/2016;0,3026;06/09/2016;0,5507;06/09/2016;0,5618;06/09/2016;1,7701;21/11/2016;0,4743;06/09/2016;1,662;06/09/2016;2,5337;06/09/2016;0,0706;06/09/2016;0,4664;06/09/2016;0,7286;06/09/2016;0,1092;06/09/2016;0,2137;06/09/2016;0,6158
07/09/2016;-0,0095;07/09/2016;-0,0249;07/09/2016;0,4789;07/09/2016;0,0477;22/11/2016;1,2273;07/09/2016;-0,579;07/09/2016;0,5783;07/09/2016;0;07/09/2016;0,0536;07/09/2016;-0,0716;07/09/2016;-0,1908;07/09/2016;0,0533;07/09/2016;0,2805
08/09/2016;-0,2283;08/09/2016;0;08/09/2016;-0,4766;08/09/2016;-0,4763;23/11/2016;-0,6156;08/09/2016;-0,3426;08/09/2016;-0,0523;08/09/2016;-0,0706;08/09/2016;-0,4907;08/09/2016;-1,2541;08/09/2016;-0,2185;08/09/2016;-0,3463;08/09/2016;-0,4577
09/09/2016;-2,3935;09/09/2016;-2,0916;09/09/2016;-1,5962;09/09/2016;-2,369;25/11/2016;0,4505;09/09/2016;-4,7439;09/09/2016;-2,772;09/09/2016;-0,0353;09/09/2016;-0,4752;09/09/2016;-1,6474;09/09/2016;-1,0402;09/09/2016;-0,4366;09/09/2016;-0,9793
12/09/2016;1,4347;12/09/2016;0,8901;12/09/2016;0,811;12/09/2016;0,6863;28/11/2016;0,6278;12/09/2016;1,8044;12/09/2016;0,7531;12/09/2016;0,0353;12/09/2016;0,0901;12/09/2016;0,0517;12/09/2016;0,332;12/09/2016;0,0806;12/09/2016;-0,0172
13/09/2016;-1,4376;13/09/2016;-1,9914;13/09/2016;-1,7699;13/09/2016;-2,9942;29/11/2016;-0,0483;13/09/2016;-4,3247;13/09/2016;-2,8831;13/09/2016;-0,0353;13/09/2016;-0,369;13/09/2016;-1,1358;13/09/2016;-0,7168;13/09/2016;-0,2772;13/09/2016;-1,101
14/09/2016;-0,0375;14/09/2016;-0,0514;14/09/2016;-0,6552;14/09/2016;0,6023;30/11/2016;0,2043;14/09/2016;-0,1853;14/09/2016;-0,11;14/09/2016;0,0589;14/09/2016;0,2259;14/09/2016;0,1492;14/09/2016;-0,0833;14/09/2016;0,1255;14/09/2016;0,1913
15/09/2016;0,9993;15/09/2016;0,7977;15/09/2016;0,4946;15/09/2016;1,796;01/12/2016;-0,4449;15/09/2016;1,5219;15/09/2016;1,3759;15/09/2016;0,0824;15/09/2016;0,027;15/09/2016;-0,432;15/09/2016;0,5281;15/09/2016;0,0627;15/09/2016;0,4167
16/09/2016;-0,3846;16/09/2016;-1,7871;16/09/2016;-0,8203;16/09/2016;-0,1715;02/12/2016;0,0559;16/09/2016;-1,17;16/09/2016;-1,4115;16/09/2016;-0,047;16/09/2016;0,1081;16/09/2016;0,808;16/09/2016;-0,0829;16/09/2016;0,0716;16/09/2016;-0,2853
19/09/2016;0,0187;19/09/2016;0,7798;19/09/2016;0,3309;19/09/2016;0,2209;05/12/2016;0,5007;19/09/2016;0,296;19/09/2016;0,5507;19/09/2016;-0,0235;19/09/2016;-0,171;19/09/2016;-0,3265;19/09/2016;0,1107;19/09/2016;-0,0805;19/09/2016;0,3554
20/09/2016;0,0047;20/09/2016;0,2063;20/09/2016;1,4015;20/09/2016;0,4409;06/12/2016;0,113;20/09/2016;0,7377;20/09/2016;0,3834;20/09/2016;-0,0235;20/09/2016;0,1533;20/09/2016;0,3499;20/09/2016;-0,0553;20/09/2016;0,0358;20/09/2016;0,1123
